Provider,Phys_Count,Patient_Count,Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount
PRV52109,110,222,391,Outpatient,0,0,1,286,0.73,1.237851662404092,313.4782608695652,74,81,141,184,25,5,8,651,598,712,652,616,484,475,641,651,736,No,5.0,0.0,1.0
PRV52111,36,82,137,Both_Service,1,0,0,104,0.76,1.6788321167883211,1094.5109489051094,74,34,48,72,7,1,2,222,206,242,225,218,171,153,234,223,253,No,4.0,0.0,0.0
PRV52112,41,85,137,Both_Service,1,0,0,104,0.76,2.576642335766423,3312.978102189781,73,28,57,71,10,3,1,218,197,247,221,217,169,152,218,215,256,No,2.0,0.0,0.0
PRV52113,4,53,141,Outpatient,0,0,1,44,0.31,0.6879432624113475,191.56028368794327,73,20,33,42,5,1,5,240,205,273,223,209,184,173,227,235,261,No,2.0,0.0,0.0
PRV52114,13,633,1781,Both_Service,1,0,0,1026,0.58,1.952835485682201,1149.3206064008984,73,295,338,546,53,9,25,2768,2819,3283,3072,2733,2310,2142,2958,2977,3402,Yes,0.0,0.0,5.0
PRV52115,38,74,148,Both_Service,1,0,0,116,0.78,2.0135135135135136,2951.1486486486488,71,39,35,59,10,3,2,252,218,274,254,237,193,188,245,241,282,Yes,3.0,1.0,1.0
PRV52120,54,1098,1943,Both_Service,1,0,0,1424,0.73,2.054040144107051,1670.6803911477098,73,452,646,913,115,39,31,3016,2940,3568,3138,3051,2460,2301,3193,3237,3665,Yes,2.0,1.0,0.0
PRV52123,35,219,398,Both_Service,1,0,0,284,0.71,4.386934673366834,6031.80904522613,73,97,122,187,23,1,8,639,558,716,640,590,488,453,667,651,746,Yes,4.0,1.0,0.0
PRV52124,43,113,194,Both_Service,1,0,0,158,0.81,2.9278350515463916,1810.298969072165,74,45,68,97,8,3,5,301,298,353,316,300,255,229,323,317,368,Yes,3.0,1.0,1.0
PRV52126,69,106,171,Both_Service,1,0,0,122,0.71,2.824561403508772,4469.918128654971,72,34,72,88,12,5,1,273,253,320,265,267,222,212,285,293,320,No,2.0,0.0,0.0
PRV52128,11,106,172,Both_Service,1,0,0,118,0.69,2.9244186046511627,4344.511627906977,72,45,61,89,7,5,5,267,263,317,268,277,203,202,275,280,322,No,3.0,0.0,0.0
PRV52130,45,90,159,Both_Service,1,0,0,132,0.83,2.270440251572327,1501.2704402515724,71,36,54,73,15,1,1,255,245,301,271,223,198,208,274,276,293,No,4.0,0.0,0.0
PRV52131,43,75,137,Both_Service,1,0,0,106,0.77,2.27007299270073,3981.299270072993,72,31,44,63,9,2,1,217,191,252,227,201,170,162,201,223,254,No,3.0,0.0,1.0
PRV52133,42,270,473,Both_Service,1,0,0,336,0.71,1.4756871035940804,346.7568710359408,73,115,155,238,15,7,10,736,739,868,761,731,591,587,816,794,897,No,5.0,0.0,0.0
PRV52135,41,239,440,Both_Service,1,0,0,354,0.8,4.0590909090909095,7632.377272727273,75,106,133,201,23,7,8,660,630,797,687,648,509,503,745,732,791,Yes,4.0,1.0,2.0
PRV52136,56,100,169,Both_Service,1,0,0,130,0.77,2.5562130177514795,4176.260355029586,71,47,53,82,10,6,2,262,251,312,279,262,218,196,284,284,314,No,6.0,0.0,0.0
PRV52138,75,179,304,Outpatient,0,0,1,232,0.76,1.7138157894736843,309.24342105263156,72,87,92,151,16,6,6,473,491,563,522,462,385,366,505,521,584,No,3.0,0.0,0.0
PRV52141,40,341,962,Both_Service,1,0,0,582,0.6,2.0675675675675675,373.6881496881497,73,144,197,283,35,15,8,1474,1598,1788,1682,1524,1186,1208,1606,1632,1832,No,4.0,0.0,2.0
PRV52142,35,59,90,Both_Service,1,0,0,62,0.69,4.177777777777778,5065.311111111111,76,29,30,53,3,2,1,136,133,167,131,139,111,104,165,145,172,No,2.0,0.0,0.0
PRV52143,11,17,25,Outpatient,0,0,1,16,0.64,7.08,582.0,80,10,7,13,2,1,1,41,39,50,45,40,31,32,43,46,50,No,9.0,0.0,0.0
PRV52144,64,133,203,Both_Service,1,0,0,138,0.68,1.6600985221674878,955.4581280788177,72,56,77,116,10,2,5,343,332,372,355,319,277,257,342,336,390,No,3.0,0.0,0.0
PRV52145,51,236,392,Outpatient,0,0,1,294,0.75,1.4005102040816326,239.51530612244898,74,109,127,192,32,7,5,640,638,693,652,605,517,475,688,668,742,No,0.0,0.0,1.0
PRV52146,30,39,62,Both_Service,1,0,0,44,0.71,4.983870967741935,6631.709677419355,77,13,26,35,1,1,2,88,85,107,94,94,77,75,103,94,112,No,1.0,0.0,1.0
PRV52147,68,211,335,Both_Service,1,0,0,248,0.74,2.062686567164179,1566.668656716418,73,101,110,183,19,4,5,524,502,601,531,528,419,388,579,575,627,Yes,0.0,0.0,0.0
PRV52148,35,76,120,Both_Service,1,0,0,84,0.7,4.05,4963.55,75,28,48,63,7,4,2,190,185,219,187,176,153,137,194,190,229,No,1.0,0.0,0.0
PRV52149,65,174,283,Both_Service,1,0,0,206,0.73,2.0,1016.6501766784452,73,72,102,143,17,5,9,438,414,517,463,434,348,324,490,462,524,No,6.0,0.0,0.0
PRV52150,118,288,465,Both_Service,1,0,0,310,0.67,2.367741935483871,1475.0967741935483,74,121,167,250,23,9,6,744,724,856,808,750,584,572,789,811,882,No,6.0,0.0,0.0
PRV52151,62,114,187,Both_Service,1,0,0,132,0.71,3.016042780748663,3925.572192513369,75,45,69,94,8,3,9,290,276,343,304,294,237,228,332,294,342,Yes,7.0,1.0,0.0
PRV52152,52,84,133,Both_Service,1,0,0,90,0.68,2.857142857142857,4902.075187969925,76,39,45,79,3,1,1,204,198,234,216,192,166,161,220,205,246,No,4.0,0.0,0.0
PRV52154,90,705,1158,Outpatient,0,0,1,832,0.72,1.6701208981001727,264.75820379965455,73,293,412,606,70,14,15,1862,1847,2134,1994,1824,1483,1459,1955,1963,2194,No,4.0,0.0,1.0
PRV52157,106,178,351,Both_Service,1,0,0,248,0.71,2.8347578347578346,2300.358974358974,74,69,109,143,26,3,6,557,540,654,580,527,439,407,573,573,662,No,3.0,0.0,1.0
PRV52159,87,263,423,Both_Service,1,0,0,304,0.72,1.3073286052009456,1163.4420803782507,74,112,151,217,33,2,11,678,655,771,700,671,541,524,706,713,795,No,1.0,0.0,0.0
PRV52160,29,53,76,Both_Service,1,0,0,46,0.61,2.6578947368421053,1110.1052631578948,75,23,30,42,5,5,1,128,124,142,126,118,98,88,135,125,148,No,2.0,0.0,0.0
PRV52163,21,62,99,Both_Service,1,0,0,74,0.75,1.3838383838383839,753.3535353535353,73,25,37,48,6,3,5,161,152,177,164,153,127,128,155,164,197,No,4.0,0.0,0.0
PRV52165,39,62,113,Both_Service,1,0,0,82,0.73,1.6725663716814159,1494.9911504424779,72,24,38,51,7,3,1,178,166,202,183,181,140,137,184,185,218,Yes,8.0,1.0,0.0
PRV52168,36,77,121,Outpatient,0,0,1,86,0.71,0.7933884297520661,211.48760330578511,73,31,46,67,3,3,4,204,187,218,207,173,161,147,214,204,221,No,6.0,0.0,0.0
PRV52173,3,108,221,Inpatient,0,1,0,204,0.92,6.723981900452489,12540.977375565612,74,49,59,91,9,1,7,333,316,408,338,336,253,259,366,354,400,Yes,0.0,0.0,1.0
PRV52175,63,215,356,Outpatient,0,0,1,270,0.76,1.1348314606741574,283.1741573033708,74,91,124,192,12,7,4,565,569,663,590,559,442,442,624,588,682,No,3.0,0.0,0.0
PRV52177,20,39,63,Both_Service,1,0,0,48,0.76,1.8888888888888888,902.2857142857143,76,21,18,32,3,1,3,101,91,123,105,100,77,73,111,96,121,No,1.0,0.0,0.0
PRV52178,6,121,248,Both_Service,1,0,0,224,0.9,6.342741935483871,11181.967741935483,74,57,64,101,11,2,7,356,327,445,374,354,296,280,395,395,456,Yes,1.0,1.0,0.0
PRV52180,26,58,101,Both_Service,1,0,0,78,0.77,1.683168316831683,1214.1980198019803,74,30,28,47,8,1,2,147,151,183,169,158,129,130,175,164,197,No,2.0,0.0,2.0
PRV52185,1,54,113,Outpatient,0,0,1,90,0.8,1.7433628318584071,229.91150442477877,71,22,32,40,8,2,4,174,178,216,195,171,142,131,199,191,212,No,0.0,0.0,0.0
PRV52202,2,49,97,Outpatient,0,0,1,94,0.97,0.4329896907216495,162.88659793814432,75,21,28,40,6,1,2,161,160,182,173,148,117,124,152,155,186,No,3.0,0.0,0.0
PRV52211,2,124,246,Outpatient,0,0,1,232,0.94,0.6138211382113821,205.77235772357724,75,65,59,106,11,2,5,402,387,456,429,403,309,294,430,400,473,No,0.0,0.0,1.0
PRV52212,2,62,121,Outpatient,0,0,1,114,0.94,1.0413223140495869,207.1900826446281,75,26,36,50,8,3,1,198,202,226,206,195,156,155,204,202,236,No,0.0,0.0,0.0
PRV52214,1,43,74,Outpatient,0,0,1,54,0.73,1.3513513513513513,300.6756756756757,76,20,23,37,2,1,3,126,118,144,119,114,87,91,125,137,144,No,5.0,0.0,0.0
PRV52222,1,52,77,Outpatient,0,0,1,46,0.6,2.2857142857142856,301.038961038961,75,23,29,45,4,2,1,116,127,140,127,126,112,98,126,130,148,No,5.0,0.0,0.0
PRV52233,3,156,348,Outpatient,0,0,1,264,0.76,1.646551724137931,268.64942528735634,72,66,90,139,8,4,5,561,548,641,583,548,445,423,585,614,676,No,1.0,0.0,2.0
PRV52238,3,10,16,Outpatient,0,0,1,10,0.62,0.3125,139.375,70,5,5,7,1,1,1,28,29,28,24,26,22,18,30,32,27,No,6.0,0.0,0.0
PRV52240,6,61,116,Outpatient,0,0,1,108,0.93,2.4051724137931036,420.51724137931035,75,32,29,54,1,3,3,185,183,213,197,177,143,138,193,200,214,No,4.0,0.0,1.0
PRV52246,2,47,96,Outpatient,0,0,1,58,0.6,2.8541666666666665,417.2916666666667,70,18,29,38,6,1,2,146,153,177,153,151,122,122,171,161,183,No,6.0,0.0,0.0
PRV52248,2,21,42,Outpatient,0,0,1,36,0.86,3.5238095238095237,510.95238095238096,75,9,12,17,2,1,1,70,61,82,71,66,50,50,68,70,82,No,2.0,0.0,0.0
PRV52252,2,26,44,Outpatient,0,0,1,36,0.82,1.2954545454545454,80.0,76,16,10,19,3,1,3,70,66,79,73,70,57,53,78,75,83,No,1.0,0.0,0.0
PRV52260,3,62,109,Outpatient,0,0,1,92,0.84,1.4862385321100917,225.6880733944954,75,32,30,52,3,1,6,170,192,205,193,180,149,145,195,182,205,No,0.0,0.0,0.0
PRV52262,2,92,190,Outpatient,0,0,1,156,0.82,0.8,263.89473684210526,74,42,50,78,8,3,3,297,306,343,314,284,257,238,314,322,364,No,2.0,0.0,0.0
PRV52266,2,30,57,Inpatient,0,1,0,40,0.7,6.87719298245614,14220.0,70,15,15,25,3,1,1,80,70,94,86,80,62,62,92,87,110,No,0.0,0.0,0.0
PRV52275,1,57,158,Outpatient,0,0,1,114,0.72,0.9556962025316456,255.56962025316454,73,22,35,52,3,1,1,278,224,292,274,250,199,187,237,253,310,No,1.0,0.0,0.0
PRV52279,3,77,155,Both_Service,1,0,0,144,0.93,5.52258064516129,10533.754838709678,71,36,41,68,5,1,3,215,217,274,225,213,172,163,254,243,285,No,0.0,0.0,0.0
PRV52280,4,38,55,Inpatient,0,1,0,28,0.51,7.745454545454545,10501.89090909091,75,16,22,31,3,2,2,86,72,102,84,86,68,61,98,84,101,Yes,0.0,0.0,0.0
PRV52285,4,19,26,Inpatient,0,1,0,14,0.54,5.153846153846154,8485.846153846154,79,8,11,16,1,1,1,44,38,44,48,39,30,27,45,40,49,No,1.0,0.0,0.0
PRV52298,20,144,332,Both_Service,1,0,0,228,0.69,1.5301204819277108,738.4578313253012,72,69,75,117,22,3,2,501,503,613,548,475,411,394,563,584,648,No,3.0,0.0,0.0
PRV52303,152,313,549,Both_Service,1,0,0,314,0.57,1.2459016393442623,1102.816029143898,73,139,174,242,66,3,2,872,842,998,903,818,677,674,925,918,1029,No,7.0,0.0,0.0
PRV52304,42,88,243,Outpatient,0,0,1,118,0.49,1.51440329218107,325.22633744855966,72,31,57,74,11,2,1,387,364,470,412,398,310,291,374,389,449,No,2.0,0.0,1.0
PRV52307,90,167,250,Both_Service,1,0,0,150,0.6,2.524,4494.632,73,77,90,141,22,3,1,404,383,468,427,368,333,312,427,417,473,Yes,5.0,1.0,0.0
PRV52309,4,88,203,Outpatient,0,0,1,66,0.33,2.1330049261083746,275.5665024630542,71,41,47,74,12,1,1,341,313,361,327,322,250,238,343,342,384,No,2.0,0.0,0.0
PRV52313,8,196,643,Outpatient,0,0,1,278,0.43,1.7511664074650077,290.15552099533437,70,89,107,138,53,3,2,962,1013,1176,1032,972,825,761,1038,1059,1189,No,0.0,0.0,2.0
PRV52314,95,192,350,Both_Service,1,0,0,254,0.73,2.402857142857143,2128.925714285714,71,76,116,139,49,2,2,547,527,656,591,526,428,409,609,574,659,No,5.0,0.0,0.0
PRV52321,48,135,220,Both_Service,1,0,0,140,0.64,2.0727272727272728,2782.418181818182,73,53,82,109,22,1,3,354,333,407,352,331,267,255,363,358,415,Yes,7.0,1.0,1.0
PRV52323,74,179,299,Outpatient,0,0,1,218,0.73,1.1906354515050168,281.10367892976586,73,87,92,139,29,6,5,465,461,551,488,447,373,350,515,502,569,No,0.0,0.0,1.0
PRV52325,57,111,201,Both_Service,1,0,0,142,0.71,3.4328358208955225,2284.1194029850744,73,45,66,82,24,3,2,293,294,363,315,282,242,228,351,323,371,Yes,4.0,1.0,0.0
PRV52332,46,62,91,Outpatient,0,0,1,54,0.59,1.3296703296703296,338.9010989010989,73,22,40,43,17,1,1,148,149,164,151,128,115,117,155,157,169,No,11.0,0.0,0.0
PRV52335,12,87,325,Both_Service,1,0,0,168,0.52,1.8276923076923077,497.1815384615385,72,44,43,66,19,1,1,476,528,581,575,464,396,366,500,554,628,No,1.0,0.0,1.0
PRV52340,40,693,2268,Both_Service,1,0,0,1050,0.46,2.252645502645503,1597.210758377425,72,295,398,537,142,10,4,3571,3445,4092,3681,3631,2876,2739,3819,3706,4169,Yes,1.0,1.0,7.0
PRV52341,71,122,202,Outpatient,0,0,1,134,0.66,1.9702970297029703,356.58415841584156,72,52,70,94,22,3,3,325,322,382,340,305,248,240,323,334,382,No,5.0,0.0,1.0
PRV52342,77,184,317,Both_Service,1,0,0,198,0.62,2.504731861198738,2795.186119873817,73,76,108,147,32,1,4,489,505,592,531,491,392,376,514,518,604,No,4.0,0.0,1.0
PRV52343,10,177,365,Both_Service,1,0,0,208,0.57,2.0602739726027397,2027.358904109589,71,87,90,137,36,3,1,557,581,686,584,543,454,430,618,629,688,Yes,2.0,1.0,0.0
PRV52347,113,342,566,Both_Service,1,0,0,338,0.6,2.2738515901060072,1867.363957597173,73,165,177,272,56,7,7,883,882,1034,948,844,712,683,938,951,1058,Yes,3.0,1.0,0.0
PRV52348,11,36,107,Both_Service,1,0,0,80,0.75,2.8411214953271027,1484.8971962616822,73,12,24,26,6,3,1,165,165,202,167,166,139,127,176,192,205,No,2.0,0.0,1.0
PRV52349,58,94,151,Outpatient,0,0,1,104,0.69,1.576158940397351,211.4569536423841,75,42,52,73,14,4,3,247,235,275,258,222,206,180,260,242,290,No,8.0,0.0,1.0
PRV52351,113,362,613,Outpatient,0,0,1,376,0.61,1.3784665579119086,255.61174551386623,72,154,208,292,61,7,2,996,990,1162,1027,938,779,753,1058,1028,1168,No,4.0,0.0,0.0
PRV52361,72,145,257,Outpatient,0,0,1,198,0.77,0.980544747081712,273.9688715953307,73,69,76,122,21,1,1,424,429,477,444,411,330,325,447,460,483,No,2.0,0.0,1.0
PRV52362,55,133,240,Both_Service,1,0,0,172,0.72,1.3458333333333334,993.125,73,65,68,100,23,6,4,361,363,439,407,364,299,282,402,419,444,No,3.0,0.0,0.0
PRV52365,10,381,947,Outpatient,0,0,1,418,0.44,1.4456177402323125,285.8078141499472,72,152,229,287,89,4,1,1460,1432,1771,1649,1440,1209,1144,1622,1584,1821,No,0.0,0.0,1.0
PRV52374,12,102,298,Outpatient,0,0,1,140,0.47,2.1711409395973154,349.496644295302,71,42,60,80,20,1,1,468,463,526,500,453,379,387,517,534,560,No,3.0,0.0,1.0
PRV52385,15,19,26,Outpatient,0,0,1,8,0.31,0.6153846153846154,335.0,74,10,9,13,3,1,2,42,43,50,48,44,36,38,48,43,51,No,1.0,0.0,0.0
PRV52394,45,96,189,Both_Service,1,0,0,142,0.75,2.582010582010582,482.44444444444446,72,43,53,73,20,2,1,297,289,346,333,292,236,230,327,327,348,No,9.0,0.0,0.0
PRV52395,28,444,1123,Outpatient,0,0,1,424,0.38,1.6135351736420303,326.9902048085485,72,183,261,345,95,3,1,1771,1755,2082,1940,1704,1429,1363,1942,1815,2134,No,4.0,0.0,1.0
PRV52402,1,185,328,Both_Service,1,0,0,238,0.73,2.283536585365854,3258.7804878048782,73,73,112,148,32,2,3,517,499,602,522,489,408,390,551,526,618,No,0.0,0.0,0.0
PRV52403,25,84,286,Both_Service,1,0,0,140,0.49,1.8426573426573427,282.3986013986014,70,40,44,63,18,1,2,443,462,547,505,453,379,368,482,475,511,No,2.0,0.0,0.0
PRV52414,7,59,177,Outpatient,0,0,1,90,0.51,1.271186440677966,321.4689265536723,69,20,39,44,13,1,1,288,291,320,302,283,259,198,310,307,311,No,2.0,0.0,0.0
PRV52450,15,232,465,Outpatient,0,0,1,334,0.72,1.3419354838709678,262.81720430107526,71,101,131,163,63,4,2,731,759,850,795,698,593,567,763,761,863,No,1.0,0.0,1.0
PRV52467,49,89,168,Both_Service,1,0,0,130,0.77,1.7619047619047619,2041.9404761904761,73,34,55,39,4,45,1,276,270,317,272,264,224,220,294,296,326,Yes,8.0,1.0,0.0
PRV52469,36,150,294,Both_Service,1,0,0,220,0.75,1.380952380952381,668.4625850340136,72,55,95,98,11,38,3,475,456,534,523,473,398,382,503,489,579,No,1.0,0.0,0.0
PRV52472,37,57,97,Both_Service,1,0,0,72,0.74,3.381443298969072,3375.257731958763,74,24,33,24,1,23,9,175,157,183,164,153,130,123,171,158,188,No,3.0,0.0,0.0
PRV52478,28,52,79,Both_Service,1,0,0,48,0.61,2.4683544303797467,669.6962025316456,71,24,28,38,3,8,3,116,129,154,126,112,97,93,136,134,149,No,2.0,0.0,1.0
PRV52480,20,29,47,Both_Service,1,0,0,34,0.72,0.9787234042553191,1225.7021276595744,71,9,20,12,4,11,2,70,77,87,81,82,62,56,80,84,85,No,4.0,0.0,0.0
PRV52492,7,33,57,Outpatient,0,0,1,46,0.81,1.912280701754386,251.40350877192984,73,14,19,19,1,11,2,95,100,106,104,100,73,76,88,100,112,No,6.0,0.0,1.0
PRV52499,69,119,231,Both_Service,1,0,0,148,0.64,2.0995670995670994,1256.4329004329004,73,51,68,109,3,4,3,354,341,415,359,362,293,277,381,381,441,No,6.0,0.0,1.0
PRV52502,36,87,164,Both_Service,1,0,0,90,0.55,2.6158536585365852,2329.109756097561,73,40,47,81,2,2,2,260,257,295,269,263,196,201,269,286,312,Yes,2.0,1.0,0.0
PRV52511,81,196,356,Both_Service,1,0,0,220,0.62,2.848314606741573,3502.191011235955,70,76,120,174,7,12,3,571,552,649,593,548,468,434,601,601,654,Yes,8.0,1.0,0.0
PRV52549,12,54,167,Both_Service,1,0,0,22,0.13,3.7904191616766467,777.2694610778443,74,27,27,46,5,2,1,245,267,312,280,259,195,216,265,272,309,No,1.0,0.0,0.0
PRV52552,40,54,88,Both_Service,1,0,0,66,0.75,1.9431818181818181,2133.181818181818,71,28,26,44,6,1,3,146,123,158,145,135,115,106,157,153,167,No,2.0,0.0,0.0
PRV52558,3,440,845,Outpatient,0,0,1,702,0.83,1.523076923076923,287.43195266272187,74,166,274,369,54,10,7,1348,1328,1575,1408,1292,1069,1040,1421,1416,1594,No,1.0,0.0,2.0
PRV52559,8,207,443,Outpatient,0,0,1,168,0.38,1.3363431151241536,240.36117381489842,74,89,118,180,23,1,3,699,712,849,731,657,593,552,748,758,846,No,0.0,0.0,2.0
PRV52560,1,174,763,Outpatient,0,0,1,522,0.68,1.3709043250327655,296.2778505897772,73,72,102,144,22,3,5,1209,1179,1392,1289,1230,957,977,1234,1286,1450,No,0.0,0.0,0.0
PRV52561,2,261,481,Outpatient,0,0,1,402,0.84,1.5987525987525988,496.7567567567568,74,110,151,220,35,5,1,734,765,873,799,717,613,560,820,803,918,No,0.0,0.0,2.0
PRV52562,22,61,97,Both_Service,1,0,0,20,0.21,1.8453608247422681,1013.5051546391752,75,24,37,49,8,1,3,149,148,185,151,161,130,117,169,167,176,No,4.0,0.0,0.0
PRV52565,7,86,240,Both_Service,1,0,0,206,0.86,2.2083333333333335,1028.425,75,38,48,68,12,5,1,398,377,454,422,393,324,304,404,382,460,No,1.0,0.0,0.0
PRV52566,92,135,215,Both_Service,1,0,0,152,0.71,2.0604651162790697,1849.6558139534884,76,46,89,114,16,1,4,330,331,409,371,319,267,245,352,358,395,No,2.0,0.0,0.0
PRV52571,3,429,848,Outpatient,0,0,1,680,0.8,1.8537735849056605,334.51650943396226,73,159,270,358,52,10,9,1354,1303,1538,1455,1271,1064,1013,1408,1398,1603,No,0.0,0.0,0.0
PRV52573,2,520,975,Outpatient,0,0,1,776,0.8,1.715897435897436,280.1128205128205,74,223,297,435,59,15,11,1552,1533,1787,1637,1490,1229,1190,1657,1650,1825,No,0.0,0.0,0.0
PRV52574,84,208,329,Both_Service,1,0,0,140,0.43,3.860182370820669,6711.294832826748,76,79,129,179,21,2,6,501,493,608,525,503,412,378,574,546,600,Yes,2.0,1.0,0.0
PRV52580,8,37,53,Outpatient,0,0,1,28,0.53,0.9056603773584906,173.58490566037736,72,16,21,31,4,1,1,81,84,98,90,74,68,63,90,92,101,No,0.0,0.0,1.0
PRV52581,4,135,232,Outpatient,0,0,1,180,0.78,1.6594827586206897,309.4396551724138,73,53,82,101,21,6,7,368,357,422,388,363,289,273,394,404,445,No,0.0,0.0,1.0
PRV52583,126,193,317,Both_Service,1,0,0,218,0.69,2.217665615141956,1249.5520504731862,72,81,112,148,24,13,8,516,491,589,514,498,399,378,522,532,611,No,4.0,0.0,0.0
PRV52589,206,368,661,Both_Service,1,0,0,470,0.71,1.9531013615733737,2063.2617246596064,73,171,197,305,29,20,14,1026,1024,1216,1087,1004,847,795,1102,1101,1230,Yes,3.0,1.0,1.0
PRV52590,4,190,352,Both_Service,1,0,0,288,0.82,3.596590909090909,6227.306818181818,73,83,107,160,20,7,3,529,498,628,541,511,422,407,571,581,629,Yes,0.0,0.0,1.0
PRV52593,1,252,872,Outpatient,0,0,1,582,0.67,1.5504587155963303,258.4403669724771,74,104,148,215,25,10,2,1415,1362,1609,1420,1332,1098,1039,1432,1410,1646,Yes,0.0,0.0,0.0
PRV52598,23,30,48,Outpatient,0,0,1,34,0.71,0.020833333333333332,380.8333333333333,78,8,22,24,3,2,1,79,73,93,82,74,62,58,86,83,90,No,1.0,0.0,0.0
PRV52602,58,73,116,Both_Service,1,0,0,74,0.64,1.5948275862068966,1189.2413793103449,73,25,48,61,9,2,1,192,180,214,187,182,155,147,195,199,224,No,0.0,0.0,0.0
PRV52605,3,401,1230,Outpatient,0,0,1,460,0.37,1.5227642276422764,256.5609756097561,75,159,242,343,42,9,7,1943,1929,2272,2063,1924,1566,1511,2096,2074,2334,No,0.0,0.0,1.0
PRV52609,6,45,157,Both_Service,1,0,0,48,0.31,1.2356687898089171,752.9299363057324,73,20,25,35,5,4,1,250,252,276,218,238,197,189,239,248,281,Yes,0.0,0.0,1.0
PRV52617,9,135,281,Both_Service,1,0,0,86,0.31,2.704626334519573,2141.32384341637,74,54,81,112,17,5,1,457,408,523,457,418,363,333,488,455,532,No,2.0,0.0,0.0
PRV52621,26,42,65,Both_Service,1,0,0,40,0.62,3.769230769230769,4341.784615384616,72,18,24,33,6,2,1,95,94,120,109,97,85,75,108,110,122,No,2.0,0.0,0.0
PRV52623,24,125,302,Both_Service,1,0,0,134,0.44,1.5231788079470199,902.1986754966888,72,52,73,103,16,4,2,500,481,569,521,513,394,379,518,521,588,No,5.0,0.0,1.0
PRV52628,3,1354,3472,Outpatient,0,0,1,2748,0.79,1.7079493087557605,302.3905529953917,73,550,804,1138,158,35,23,5402,5539,6423,5853,5339,4425,4201,5810,5812,6543,Yes,0.0,0.0,5.0
PRV52629,8,58,92,Outpatient,0,0,1,62,0.67,1.1195652173913044,220.54347826086956,74,22,36,49,6,2,1,150,149,164,163,144,122,116,155,159,178,No,0.0,0.0,0.0
PRV52630,13,260,524,Both_Service,1,0,0,180,0.34,2.431297709923664,2237.591603053435,74,106,154,230,23,5,2,826,791,974,840,789,662,641,857,848,999,Yes,2.0,1.0,1.0
PRV52631,7,804,1794,Outpatient,0,0,1,1474,0.82,1.3823857302118172,316.4771460423634,73,329,475,673,104,16,11,2791,2840,3320,2989,2752,2285,2153,2969,2945,3359,No,0.0,0.0,3.0
PRV52633,4,224,577,Outpatient,0,0,1,398,0.69,1.292894280762565,281.9410745233969,73,94,130,188,27,6,3,934,909,1044,945,875,757,712,964,951,1094,No,0.0,0.0,3.0
PRV52634,26,79,123,Both_Service,1,0,0,72,0.59,4.991869918699187,5377.040650406504,74,30,49,70,7,1,1,189,184,226,191,178,152,150,202,199,234,No,1.0,0.0,0.0
PRV52641,55,91,150,Both_Service,1,0,0,106,0.71,2.3466666666666667,1837.08,71,36,55,79,9,2,1,232,244,271,243,248,206,180,253,252,274,No,1.0,0.0,0.0
PRV52642,11,263,519,Both_Service,1,0,0,166,0.32,3.0828516377649327,3846.4624277456646,74,107,156,223,33,4,3,800,775,947,840,769,645,624,868,870,962,Yes,0.0,0.0,1.0
PRV52645,4,367,685,Outpatient,0,0,1,554,0.81,1.3985401459854014,269.95620437956205,74,135,232,309,48,5,5,1086,1101,1277,1138,1045,891,816,1148,1144,1301,No,0.0,0.0,2.0
PRV52649,22,1421,3174,Outpatient,0,0,1,2036,0.64,1.5384373030875866,283.79017013232516,73,584,837,1186,181,35,19,4957,5036,5813,5304,4867,4041,3842,5281,5370,5968,Yes,0.0,0.0,5.0
PRV52652,2,503,941,Outpatient,0,0,1,396,0.42,1.38788522848034,264.3251859723698,73,208,295,426,57,9,11,1452,1445,1721,1557,1435,1190,1149,1543,1556,1780,Yes,0.0,0.0,6.0
PRV52653,10,13,20,Both_Service,1,0,0,12,0.6,3.55,5780.4,67,6,7,10,1,1,1,38,27,36,32,26,25,24,34,33,39,No,1.0,0.0,0.0
PRV52654,102,171,270,Both_Service,1,0,0,186,0.69,2.774074074074074,3021.7703703703705,73,78,93,146,10,11,4,401,422,501,449,415,334,321,449,454,509,No,0.0,0.0,1.0
PRV52656,4,631,1303,Outpatient,0,0,1,1056,0.81,1.4704528012279354,320.575594781274,73,260,371,526,83,12,10,2002,1999,2386,2175,1982,1651,1571,2183,2194,2440,No,0.0,0.0,4.0
PRV52657,4,61,167,Outpatient,0,0,1,92,0.55,0.5449101796407185,257.125748502994,71,26,35,48,11,1,1,275,257,321,301,260,228,198,292,282,312,No,0.0,0.0,2.0
PRV52660,4,329,678,Outpatient,0,0,1,242,0.36,1.1150442477876106,265.811209439528,73,141,188,281,36,8,4,1131,1083,1272,1147,1049,871,840,1162,1149,1310,No,0.0,0.0,0.0
PRV52661,1,233,403,Outpatient,0,0,1,312,0.77,1.4069478908188586,315.75682382133994,74,101,132,196,26,6,5,640,641,753,689,618,540,496,684,676,758,No,0.0,0.0,0.0
