Provider,NetworkDegree,isFraudConnected,NoPhysicianCount
PRV51068,1.0,0.0,0.0
PRV51042,2.0,0.0,0.0
PRV56093,1.0,0.0,0.0
PRV56486,5.0,0.0,1.0
PRV55495,2.0,1.0,0.0
PRV55600,1.0,0.0,0.0
PRV53056,4.0,0.0,0.0
PRV53628,4.0,0.0,1.0
PRV52318,5.0,0.0,0.0
PRV52449,3.0,0.0,0.0
PRV52332,11.0,0.0,0.0
PRV51361,2.0,0.0,0.0
PRV56659,1.0,0.0,0.0
PRV57730,4.0,0.0,0.0
PRV52089,2.0,1.0,0.0
PRV52188,5.0,0.0,1.0
PRV56594,7.0,0.0,0.0
PRV56686,1.0,0.0,0.0
PRV52180,2.0,0.0,2.0
PRV55891,2.0,0.0,0.0
PRV55182,6.0,0.0,0.0
PRV57528,6.0,1.0,2.0
PRV57519,5.0,0.0,0.0
PRV52371,5.0,0.0,0.0
PRV51621,1.0,0.0,0.0
PRV53336,1.0,0.0,0.0
PRV56915,1.0,0.0,0.0
PRV56903,1.0,0.0,0.0
PRV55465,6.0,0.0,0.0
PRV52936,4.0,0.0,0.0
PRV52872,3.0,0.0,1.0
PRV51606,2.0,0.0,0.0
PRV53455,1.0,0.0,0.0
PRV52366,3.0,0.0,1.0
PRV56754,1.0,0.0,0.0
PRV55386,2.0,0.0,0.0
PRV51711,1.0,0.0,0.0
PRV56260,2.0,0.0,0.0
PRV53396,2.0,0.0,1.0
PRV57617,1.0,0.0,0.0
PRV52177,1.0,0.0,0.0
PRV52061,5.0,0.0,0.0
PRV57453,1.0,0.0,0.0
PRV52567,3.0,0.0,0.0
PRV55506,1.0,1.0,0.0
PRV55592,2.0,0.0,0.0
PRV52869,6.0,0.0,1.0
PRV57089,1.0,0.0,0.0
PRV56685,2.0,1.0,2.0
PRV54378,2.0,0.0,0.0
PRV54389,3.0,0.0,0.0
PRV52678,4.0,0.0,0.0
PRV53943,2.0,0.0,0.0
PRV53878,3.0,0.0,0.0
PRV54231,3.0,0.0,0.0
PRV57414,2.0,0.0,0.0
PRV57411,3.0,0.0,0.0
PRV52862,1.0,0.0,1.0
PRV52958,1.0,0.0,0.0
PRV54186,1.0,0.0,0.0
PRV54101,1.0,0.0,0.0
PRV53100,3.0,0.0,0.0
PRV53229,1.0,0.0,0.0
PRV54639,2.0,0.0,0.0
PRV54638,2.0,0.0,0.0
PRV55567,2.0,0.0,0.0
PRV55558,2.0,0.0,1.0
PRV52835,3.0,0.0,0.0
PRV54372,6.0,1.0,5.0
PRV51072,3.0,0.0,1.0
PRV54412,1.0,0.0,1.0
PRV53280,4.0,0.0,0.0
PRV53243,7.0,0.0,1.0
PRV55442,1.0,0.0,0.0
PRV56347,4.0,0.0,0.0
PRV57515,4.0,0.0,0.0
PRV57530,7.0,0.0,3.0
PRV55037,2.0,0.0,2.0
PRV54929,1.0,1.0,0.0
PRV54408,3.0,0.0,0.0
PRV54342,3.0,0.0,0.0
PRV51528,1.0,0.0,1.0
PRV51446,2.0,0.0,0.0
PRV53509,1.0,0.0,0.0
PRV53415,2.0,0.0,0.0
PRV54575,3.0,0.0,1.0
PRV51344,2.0,0.0,0.0
PRV53376,2.0,0.0,0.0
PRV55258,3.0,0.0,0.0
PRV56577,6.0,0.0,2.0
PRV56730,5.0,1.0,0.0
PRV55456,1.0,0.0,0.0
PRV55540,1.0,0.0,0.0
PRV53799,8.0,0.0,3.0
PRV54688,2.0,1.0,4.0
PRV55675,5.0,0.0,1.0
PRV55720,1.0,0.0,0.0
PRV55683,2.0,0.0,0.0
PRV52092,3.0,0.0,0.0
PRV52197,1.0,0.0,0.0
PRV51390,3.0,1.0,0.0
PRV51579,3.0,0.0,0.0
PRV56987,1.0,0.0,0.0
PRV53941,2.0,0.0,0.0
PRV53907,2.0,0.0,0.0
PRV51812,1.0,0.0,0.0
PRV52892,3.0,0.0,0.0
PRV52857,2.0,0.0,1.0
PRV52850,1.0,0.0,1.0
PRV56116,2.0,0.0,0.0
PRV56044,2.0,0.0,0.0
PRV51415,4.0,0.0,0.0
PRV51762,2.0,0.0,0.0
PRV52021,3.0,1.0,3.0
PRV57463,1.0,0.0,0.0
PRV56313,1.0,0.0,0.0
PRV56444,8.0,1.0,5.0
PRV53203,3.0,0.0,0.0
PRV54795,1.0,0.0,0.0
PRV56218,1.0,0.0,0.0
PRV56259,4.0,1.0,0.0
PRV56902,1.0,0.0,0.0
PRV56645,4.0,0.0,0.0
PRV54693,2.0,0.0,0.0
PRV52214,5.0,0.0,0.0
PRV52255,5.0,0.0,0.0
PRV52222,5.0,0.0,0.0
PRV52257,5.0,0.0,0.0
PRV52171,5.0,0.0,0.0
PRV53297,1.0,1.0,0.0
PRV53319,1.0,0.0,0.0
PRV51731,1.0,0.0,0.0
PRV51602,3.0,0.0,0.0
PRV52241,4.0,0.0,0.0
PRV53140,3.0,0.0,0.0
PRV57004,1.0,0.0,1.0
PRV53986,4.0,0.0,0.0
PRV53922,3.0,0.0,0.0
PRV52187,5.0,0.0,0.0
PRV51011,11.0,0.0,0.0
PRV51637,1.0,0.0,0.0
PRV52175,3.0,0.0,0.0
PRV54622,5.0,0.0,0.0
PRV51049,3.0,0.0,0.0
PRV51100,1.0,0.0,0.0
PRV53373,1.0,0.0,0.0
PRV53248,7.0,0.0,0.0
PRV53303,1.0,0.0,1.0
PRV57712,3.0,0.0,0.0
PRV51468,7.0,0.0,0.0
PRV51540,2.0,0.0,0.0
PRV55514,2.0,1.0,0.0
PRV53279,5.0,0.0,1.0
PRV53292,4.0,0.0,0.0
PRV53401,4.0,1.0,0.0
PRV54409,2.0,0.0,0.0
PRV51622,4.0,0.0,0.0
PRV51346,5.0,0.0,0.0
PRV56221,4.0,0.0,0.0
PRV52242,1.0,0.0,0.0
PRV56607,1.0,0.0,0.0
PRV55095,1.0,0.0,0.0
PRV54576,1.0,0.0,0.0
PRV56455,2.0,0.0,0.0
PRV55928,1.0,0.0,0.0
PRV52990,3.0,1.0,1.0
PRV53245,2.0,1.0,0.0
PRV53329,2.0,0.0,0.0
PRV54887,7.0,0.0,0.0
PRV56280,2.0,0.0,0.0
PRV56256,2.0,0.0,0.0
PRV57322,1.0,0.0,0.0
PRV57385,1.0,0.0,0.0
PRV55704,3.0,0.0,0.0
PRV55707,4.0,0.0,0.0
PRV57319,2.0,0.0,1.0
PRV57303,3.0,0.0,0.0
PRV54803,1.0,0.0,0.0
PRV55397,4.0,0.0,0.0
PRV51522,8.0,0.0,0.0
PRV51636,2.0,0.0,0.0
PRV51345,2.0,0.0,0.0
PRV55656,2.0,0.0,0.0
PRV55520,5.0,0.0,0.0
PRV52949,1.0,0.0,0.0
PRV53108,7.0,0.0,0.0
PRV51790,2.0,0.0,0.0
PRV52409,3.0,0.0,0.0
PRV52321,7.0,1.0,1.0
PRV54660,4.0,0.0,0.0
PRV52121,3.0,0.0,0.0
PRV56803,11.0,0.0,1.0
PRV56764,4.0,0.0,0.0
PRV51137,5.0,0.0,0.0
PRV51616,4.0,0.0,0.0
PRV57590,4.0,0.0,0.0
PRV52757,3.0,0.0,0.0
PRV52623,5.0,0.0,1.0
PRV52781,3.0,0.0,0.0
PRV52755,3.0,0.0,0.0
PRV53581,1.0,0.0,0.0
PRV57521,4.0,0.0,1.0
PRV57572,3.0,0.0,0.0
PRV57529,7.0,0.0,1.0
PRV55298,3.0,0.0,0.0
PRV55242,3.0,0.0,0.0
PRV53133,3.0,0.0,0.0
PRV53111,4.0,0.0,0.0
PRV54627,2.0,0.0,1.0
PRV52028,2.0,0.0,0.0
PRV52081,3.0,0.0,0.0
PRV52088,1.0,0.0,0.0
PRV56476,1.0,0.0,0.0
PRV54670,1.0,0.0,0.0
PRV51690,3.0,0.0,0.0
PRV54242,6.0,0.0,0.0
PRV57105,1.0,0.0,0.0
PRV52159,1.0,0.0,0.0
PRV52068,5.0,0.0,0.0
PRV55337,9.0,0.0,0.0
PRV55297,8.0,0.0,0.0
PRV55356,8.0,0.0,0.0
PRV55329,8.0,0.0,0.0
PRV55345,8.0,0.0,0.0
PRV55207,15.0,0.0,0.0
PRV55343,10.0,0.0,1.0
PRV55305,8.0,0.0,0.0
PRV56307,4.0,0.0,0.0
PRV56680,1.0,0.0,1.0
PRV56566,1.0,1.0,0.0
PRV55670,2.0,1.0,0.0
PRV57126,5.0,0.0,0.0
PRV57139,2.0,0.0,0.0
PRV57115,5.0,0.0,0.0
PRV54637,1.0,0.0,0.0
PRV53382,4.0,0.0,0.0
PRV53515,1.0,0.0,0.0
PRV54624,2.0,0.0,0.0
PRV57194,3.0,0.0,0.0
PRV57203,1.0,0.0,0.0
PRV56124,1.0,0.0,0.0
PRV51518,3.0,0.0,0.0
PRV51784,1.0,0.0,0.0
PRV57266,1.0,0.0,0.0
PRV52889,4.0,0.0,1.0
PRV57174,4.0,0.0,0.0
PRV57198,4.0,0.0,0.0
PRV53171,3.0,0.0,0.0
PRV52945,2.0,0.0,0.0
PRV52920,4.0,0.0,0.0
PRV53768,2.0,0.0,0.0
PRV57301,1.0,0.0,0.0
PRV57331,3.0,0.0,0.0
PRV54997,1.0,0.0,0.0
PRV54978,2.0,0.0,0.0
PRV54965,4.0,0.0,2.0
PRV54931,3.0,1.0,1.0
PRV54633,3.0,0.0,0.0
PRV54567,7.0,0.0,0.0
PRV52291,1.0,0.0,0.0
PRV55734,2.0,0.0,0.0
PRV52791,1.0,0.0,0.0
PRV52566,2.0,0.0,0.0
PRV51350,6.0,0.0,2.0
PRV56596,3.0,0.0,0.0
PRV52394,9.0,0.0,0.0
PRV53026,4.0,0.0,0.0
PRV51668,2.0,0.0,0.0
PRV53408,6.0,0.0,0.0
PRV53456,3.0,0.0,0.0
PRV54061,1.0,0.0,0.0
PRV54068,1.0,0.0,0.0
PRV51553,1.0,0.0,0.0
PRV56763,3.0,0.0,0.0
PRV57723,3.0,0.0,0.0
PRV52099,3.0,0.0,0.0
PRV53602,1.0,0.0,0.0
PRV53037,3.0,0.0,0.0
PRV54905,6.0,0.0,0.0
PRV55848,1.0,0.0,0.0
PRV54077,2.0,1.0,0.0
PRV55966,4.0,0.0,0.0
PRV55372,2.0,0.0,0.0
PRV55256,3.0,0.0,0.0
PRV55365,2.0,0.0,0.0
PRV53469,5.0,0.0,0.0
PRV56324,2.0,0.0,0.0
PRV56572,2.0,0.0,0.0
PRV56624,3.0,1.0,0.0
PRV55234,10.0,0.0,1.0
PRV55238,13.0,0.0,0.0
PRV53938,4.0,1.0,0.0
PRV53923,4.0,1.0,0.0
PRV52314,5.0,0.0,0.0
PRV52299,1.0,0.0,4.0
PRV55826,2.0,0.0,0.0
PRV55866,2.0,0.0,0.0
PRV56793,2.0,0.0,1.0
PRV51342,2.0,0.0,0.0
PRV51447,3.0,1.0,0.0
PRV51758,1.0,0.0,0.0
PRV53889,1.0,0.0,1.0
PRV53963,2.0,0.0,1.0
PRV57109,5.0,0.0,1.0
PRV56696,3.0,0.0,0.0
PRV56638,5.0,0.0,0.0
PRV53764,3.0,0.0,0.0
PRV53770,5.0,0.0,2.0
PRV54207,2.0,0.0,0.0
PRV54247,2.0,0.0,0.0
PRV51398,1.0,0.0,1.0
PRV51576,2.0,0.0,0.0
PRV51436,3.0,0.0,1.0
PRV56610,1.0,0.0,2.0
PRV54891,3.0,0.0,1.0
PRV51460,2.0,0.0,2.0
PRV54734,4.0,0.0,0.0
PRV56018,2.0,0.0,0.0
PRV55677,2.0,0.0,0.0
PRV56258,6.0,0.0,0.0
PRV56289,1.0,0.0,0.0
PRV54573,2.0,0.0,0.0
PRV51723,3.0,0.0,0.0
PRV51729,2.0,0.0,0.0
PRV51483,4.0,0.0,2.0
PRV53786,3.0,1.0,3.0
PRV53791,4.0,0.0,0.0
PRV55177,12.0,0.0,1.0
PRV55357,1.0,0.0,0.0
PRV55338,1.0,0.0,0.0
PRV55306,4.0,0.0,0.0
PRV55304,3.0,0.0,1.0
PRV55350,3.0,0.0,1.0
PRV55313,1.0,0.0,1.0
PRV54924,12.0,0.0,0.0
PRV54786,1.0,1.0,3.0
PRV54748,2.0,0.0,0.0
PRV54761,2.0,0.0,3.0
PRV57117,3.0,1.0,0.0
PRV57125,1.0,0.0,0.0
PRV51858,7.0,0.0,0.0
PRV51911,5.0,0.0,0.0
PRV51913,5.0,0.0,0.0
PRV51910,5.0,0.0,0.0
PRV51915,5.0,0.0,1.0
PRV51916,5.0,0.0,1.0
PRV55254,2.0,0.0,0.0
PRV55239,11.0,0.0,0.0
PRV55263,7.0,0.0,1.0
PRV54908,3.0,0.0,0.0
PRV54967,3.0,0.0,1.0
PRV55039,3.0,1.0,9.0
PRV54540,1.0,1.0,0.0
PRV54510,1.0,0.0,0.0
PRV56852,2.0,0.0,0.0
PRV56591,1.0,1.0,1.0
PRV57228,1.0,0.0,3.0
PRV53723,4.0,0.0,0.0
PRV56251,10.0,0.0,0.0
PRV56278,1.0,0.0,0.0
PRV57718,2.0,0.0,0.0
PRV56640,4.0,0.0,0.0
PRV51752,2.0,0.0,1.0
PRV51738,2.0,0.0,0.0
PRV51746,3.0,0.0,0.0
PRV55388,4.0,0.0,2.0
PRV55368,6.0,0.0,1.0
PRV55437,6.0,1.0,0.0
PRV55467,1.0,1.0,8.0
PRV55111,3.0,0.0,0.0
PRV55071,3.0,0.0,0.0
PRV54888,11.0,0.0,2.0
PRV51490,1.0,1.0,1.0
PRV52298,3.0,0.0,0.0
PRV52433,1.0,0.0,0.0
PRV51664,3.0,0.0,0.0
PRV52491,4.0,0.0,0.0
PRV52492,6.0,0.0,1.0
PRV52487,6.0,0.0,0.0
PRV52486,6.0,0.0,0.0
PRV52488,6.0,0.0,0.0
PRV52490,5.0,0.0,0.0
PRV52467,8.0,1.0,0.0
PRV54642,6.0,0.0,0.0
PRV53872,4.0,0.0,0.0
PRV53939,2.0,0.0,0.0
PRV53972,3.0,0.0,1.0
PRV53335,1.0,0.0,0.0
PRV53246,4.0,0.0,1.0
PRV53306,1.0,0.0,0.0
PRV51153,2.0,0.0,1.0
PRV51143,3.0,0.0,2.0
PRV53521,2.0,0.0,0.0
PRV53526,2.0,0.0,0.0
PRV57171,4.0,0.0,0.0
PRV55220,7.0,0.0,0.0
PRV57196,7.0,0.0,0.0
PRV52702,4.0,0.0,0.0
PRV52568,2.0,0.0,0.0
PRV52727,1.0,0.0,0.0
PRV51240,5.0,0.0,0.0
PRV56416,3.0,1.0,4.0
PRV56449,5.0,0.0,0.0
PRV53664,2.0,0.0,0.0
PRV53621,3.0,0.0,0.0
PRV53957,2.0,0.0,0.0
PRV54005,2.0,0.0,0.0
PRV51140,1.0,0.0,1.0
PRV54582,5.0,0.0,0.0
PRV51517,1.0,0.0,0.0
PRV51410,1.0,1.0,1.0
PRV53918,2.0,1.0,6.0
PRV52057,4.0,0.0,1.0
PRV51670,6.0,0.0,2.0
PRV57138,3.0,0.0,0.0
PRV57119,3.0,0.0,0.0
PRV57469,1.0,0.0,0.0
PRV57464,1.0,0.0,0.0
PRV57476,1.0,0.0,1.0
PRV57468,1.0,0.0,0.0
PRV52104,1.0,0.0,3.0
PRV52133,5.0,0.0,0.0
PRV53106,4.0,1.0,0.0
PRV53388,1.0,0.0,1.0
PRV53573,6.0,0.0,0.0
PRV53438,7.0,0.0,0.0
PRV53524,8.0,0.0,1.0
PRV53533,11.0,0.0,0.0
PRV53423,5.0,0.0,0.0
PRV56182,1.0,0.0,0.0
PRV56183,1.0,0.0,0.0
PRV52589,3.0,1.0,1.0
PRV52558,1.0,0.0,2.0
PRV54157,1.0,0.0,0.0
PRV54099,1.0,0.0,0.0
PRV54333,8.0,1.0,1.0
PRV54407,4.0,0.0,0.0
PRV51164,1.0,0.0,2.0
PRV56216,7.0,0.0,1.0
PRV52499,6.0,0.0,1.0
PRV55608,1.0,0.0,0.0
PRV55626,1.0,0.0,0.0
PRV56374,1.0,0.0,0.0
PRV56389,1.0,0.0,0.0
PRV51961,2.0,0.0,0.0
PRV54433,3.0,0.0,0.0
PRV53446,2.0,0.0,0.0
PRV53385,3.0,1.0,4.0
PRV56527,1.0,0.0,0.0
PRV56521,1.0,0.0,0.0
PRV51737,2.0,0.0,0.0
PRV51739,3.0,0.0,0.0
PRV55219,5.0,0.0,0.0
PRV57722,3.0,0.0,0.0
PRV56978,2.0,0.0,0.0
PRV56957,2.0,0.0,1.0
PRV54332,1.0,0.0,1.0
PRV52349,8.0,0.0,1.0
PRV51383,2.0,0.0,0.0
PRV51794,1.0,0.0,0.0
PRV52129,2.0,0.0,2.0
PRV52224,7.0,0.0,1.0
PRV52230,6.0,0.0,0.0
PRV52227,5.0,0.0,0.0
PRV52236,7.0,0.0,0.0
PRV56613,4.0,0.0,0.0
PRV55248,13.0,0.0,0.0
PRV56809,5.0,0.0,1.0
PRV53257,1.0,0.0,1.0
PRV53312,4.0,0.0,0.0
PRV54070,4.0,1.0,3.0
PRV54092,2.0,0.0,1.0
PRV56945,2.0,0.0,0.0
PRV56951,2.0,0.0,0.0
PRV56995,2.0,0.0,0.0
PRV52400,1.0,0.0,0.0
PRV52423,1.0,0.0,0.0
PRV55189,3.0,0.0,0.0
PRV55168,4.0,0.0,1.0
PRV51167,1.0,0.0,0.0
PRV52709,1.0,0.0,0.0
PRV57160,3.0,0.0,0.0
PRV56316,10.0,0.0,0.0
PRV56290,10.0,0.0,0.0
PRV56319,9.0,0.0,0.0
PRV56311,6.0,0.0,0.0
PRV56241,16.0,0.0,2.0
PRV56291,8.0,0.0,0.0
PRV56304,9.0,0.0,0.0
PRV56328,11.0,0.0,0.0
PRV56321,8.0,0.0,0.0
PRV57603,2.0,0.0,0.0
PRV57532,1.0,0.0,0.0
PRV57421,4.0,0.0,0.0
PRV57423,1.0,0.0,0.0
PRV53305,2.0,0.0,0.0
PRV52138,3.0,0.0,0.0
PRV54008,2.0,0.0,0.0
PRV54017,2.0,0.0,0.0
PRV54019,2.0,0.0,0.0
PRV54030,2.0,0.0,0.0
PRV54011,2.0,0.0,0.0
PRV57702,4.0,0.0,0.0
PRV54374,1.0,0.0,3.0
PRV54682,1.0,0.0,1.0
PRV53294,3.0,0.0,2.0
PRV53288,2.0,0.0,0.0
PRV51260,3.0,0.0,0.0
PRV51244,2.0,1.0,2.0
PRV51279,6.0,0.0,0.0
PRV56464,3.0,0.0,0.0
PRV56439,7.0,0.0,1.0
PRV57193,4.0,0.0,2.0
PRV57227,2.0,0.0,0.0
PRV53985,1.0,1.0,0.0
PRV53913,4.0,0.0,1.0
PRV55064,1.0,0.0,4.0
PRV54330,11.0,0.0,0.0
PRV54388,9.0,1.0,0.0
PRV54425,4.0,0.0,0.0
PRV55518,3.0,0.0,0.0
PRV55585,6.0,0.0,0.0
PRV55164,9.0,0.0,0.0
PRV55330,2.0,0.0,0.0
PRV55299,2.0,0.0,0.0
PRV55293,2.0,0.0,0.0
PRV55300,1.0,0.0,0.0
PRV55314,4.0,0.0,0.0
PRV56920,1.0,0.0,0.0
PRV57036,1.0,0.0,0.0
PRV55183,5.0,0.0,3.0
PRV56479,6.0,0.0,1.0
PRV56494,2.0,0.0,2.0
PRV55935,5.0,0.0,2.0
PRV56045,5.0,0.0,0.0
PRV55997,1.0,0.0,4.0
PRV55551,4.0,0.0,2.0
PRV51698,4.0,0.0,0.0
PRV51697,4.0,0.0,1.0
PRV51652,4.0,0.0,0.0
PRV51691,4.0,0.0,1.0
PRV51656,4.0,0.0,0.0
PRV53347,3.0,0.0,0.0
PRV53343,3.0,0.0,0.0
PRV53362,3.0,0.0,0.0
PRV55615,3.0,0.0,0.0
PRV55583,3.0,0.0,0.0
PRV54705,1.0,0.0,0.0
PRV53238,4.0,0.0,1.0
PRV52711,2.0,0.0,0.0
PRV57448,4.0,0.0,1.0
PRV53773,5.0,0.0,1.0
PRV53819,1.0,0.0,0.0
PRV53496,2.0,0.0,0.0
PRV53490,6.0,0.0,0.0
PRV51043,1.0,0.0,0.0
PRV51040,5.0,0.0,2.0
PRV56893,1.0,0.0,0.0
PRV57733,1.0,0.0,0.0
PRV56651,5.0,0.0,0.0
PRV56837,1.0,0.0,0.0
PRV57477,2.0,0.0,0.0
PRV57474,2.0,0.0,0.0
PRV53617,10.0,0.0,0.0
PRV53607,2.0,0.0,0.0
PRV56905,2.0,0.0,0.0
PRV56901,3.0,0.0,1.0
PRV56023,2.0,1.0,0.0
PRV55959,3.0,1.0,1.0
PRV57592,4.0,0.0,0.0
PRV56104,1.0,1.0,0.0
PRV56068,2.0,0.0,0.0
PRV56088,2.0,0.0,0.0
PRV57287,1.0,0.0,1.0
PRV57166,1.0,1.0,0.0
PRV54955,6.0,1.0,0.0
PRV55004,1.0,1.0,8.0
PRV56261,1.0,0.0,0.0
PRV55275,2.0,0.0,2.0
PRV55274,2.0,0.0,0.0
PRV55276,2.0,0.0,1.0
PRV55703,4.0,0.0,0.0
PRV55753,8.0,0.0,0.0
PRV55742,6.0,0.0,0.0
PRV55771,5.0,0.0,0.0
PRV55787,4.0,0.0,0.0
PRV56440,5.0,0.0,0.0
PRV56410,6.0,0.0,2.0
PRV56418,4.0,0.0,0.0
PRV56040,1.0,0.0,0.0
PRV56054,1.0,0.0,0.0
PRV54991,5.0,0.0,0.0
PRV55001,8.0,0.0,0.0
PRV54692,3.0,1.0,0.0
PRV54687,2.0,0.0,0.0
PRV53605,3.0,0.0,1.0
PRV53625,4.0,0.0,0.0
PRV56266,2.0,0.0,1.0
PRV57185,1.0,1.0,0.0
PRV55727,1.0,0.0,0.0
PRV55759,2.0,0.0,0.0
PRV55731,5.0,0.0,0.0
PRV55695,2.0,0.0,0.0
PRV52877,1.0,0.0,0.0
PRV53216,2.0,0.0,0.0
PRV53137,1.0,0.0,0.0
PRV55214,5.0,0.0,0.0
PRV55264,3.0,0.0,0.0
PRV55341,2.0,0.0,0.0
PRV55335,2.0,0.0,0.0
PRV57176,6.0,0.0,0.0
PRV55181,14.0,0.0,3.0
PRV55185,5.0,0.0,1.0
PRV55184,9.0,0.0,0.0
PRV56608,3.0,1.0,0.0
PRV56772,2.0,0.0,0.0
PRV56595,3.0,0.0,0.0
PRV56929,3.0,0.0,0.0
PRV57006,3.0,0.0,0.0
PRV56982,3.0,0.0,0.0
PRV55028,3.0,0.0,3.0
PRV55013,1.0,0.0,0.0
PRV54792,2.0,0.0,0.0
PRV54802,2.0,0.0,0.0
PRV54806,2.0,0.0,0.0
PRV54419,1.0,0.0,0.0
PRV54423,1.0,0.0,0.0
PRV53836,1.0,0.0,0.0
PRV53840,1.0,0.0,0.0
PRV56351,3.0,0.0,0.0
PRV53047,2.0,0.0,0.0
PRV53005,4.0,1.0,0.0
PRV52374,3.0,0.0,1.0
PRV52369,3.0,0.0,2.0
PRV53616,2.0,0.0,0.0
PRV53608,6.0,0.0,0.0
PRV53651,2.0,0.0,0.0
PRV53569,9.0,0.0,0.0
PRV56334,1.0,0.0,0.0
PRV56295,2.0,0.0,0.0
PRV52334,2.0,0.0,0.0
PRV52403,2.0,0.0,0.0
PRV56426,2.0,0.0,1.0
PRV57475,1.0,0.0,0.0
PRV57471,1.0,0.0,0.0
PRV51393,2.0,1.0,3.0
PRV53713,2.0,0.0,0.0
PRV53685,4.0,0.0,0.0
PRV55548,1.0,0.0,3.0
PRV55438,2.0,0.0,0.0
PRV55487,1.0,0.0,0.0
PRV53750,1.0,0.0,2.0
PRV57188,3.0,0.0,0.0
PRV52344,1.0,0.0,0.0
PRV52025,5.0,0.0,0.0
PRV51271,8.0,0.0,0.0
PRV54739,3.0,1.0,1.0
PRV52774,2.0,0.0,0.0
PRV52758,3.0,0.0,0.0
PRV55056,3.0,0.0,0.0
PRV54879,2.0,1.0,0.0
PRV52087,5.0,0.0,1.0
PRV52072,2.0,0.0,0.0
PRV55868,1.0,0.0,0.0
PRV56634,4.0,0.0,1.0
PRV56571,2.0,0.0,0.0
PRV53584,1.0,0.0,1.0
PRV53578,1.0,0.0,0.0
PRV53454,4.0,0.0,0.0
PRV55358,1.0,0.0,0.0
PRV56840,1.0,0.0,0.0
PRV57041,1.0,0.0,0.0
PRV53412,1.0,0.0,0.0
PRV53477,1.0,0.0,0.0
PRV57043,1.0,0.0,0.0
PRV57057,2.0,0.0,0.0
PRV56655,3.0,0.0,1.0
PRV56683,7.0,0.0,0.0
PRV57255,3.0,0.0,0.0
PRV57259,1.0,0.0,0.0
PRV57216,7.0,0.0,0.0
PRV57234,3.0,0.0,0.0
PRV54350,3.0,1.0,5.0
PRV54695,4.0,0.0,0.0
PRV54716,1.0,0.0,1.0
PRV55083,1.0,0.0,0.0
PRV55087,1.0,0.0,0.0
PRV51165,4.0,0.0,0.0
PRV51156,1.0,0.0,0.0
PRV55259,8.0,0.0,0.0
PRV55250,2.0,1.0,0.0
PRV55260,8.0,0.0,0.0
PRV55552,3.0,0.0,0.0
PRV57242,2.0,0.0,0.0
PRV57247,2.0,0.0,0.0
PRV57248,2.0,0.0,0.0
PRV57170,3.0,1.0,0.0
PRV57189,2.0,1.0,1.0
PRV54694,2.0,0.0,1.0
PRV54684,1.0,0.0,0.0
PRV53550,9.0,0.0,0.0
PRV53457,2.0,0.0,0.0
PRV55108,2.0,0.0,2.0
PRV55103,1.0,0.0,0.0
PRV54434,6.0,0.0,0.0
PRV53123,3.0,0.0,1.0
PRV53136,2.0,1.0,0.0
PRV52347,3.0,1.0,0.0
PRV52870,2.0,1.0,1.0
PRV52839,2.0,0.0,0.0
PRV52247,3.0,0.0,0.0
PRV52213,3.0,0.0,0.0
PRV55187,1.0,0.0,0.0
PRV55295,2.0,0.0,0.0
PRV53762,1.0,1.0,1.0
PRV52639,3.0,0.0,0.0
PRV52699,2.0,0.0,0.0
PRV52884,1.0,1.0,3.0
PRV52868,2.0,1.0,0.0
PRV56578,3.0,0.0,0.0
PRV57742,4.0,0.0,0.0
PRV56966,2.0,0.0,0.0
PRV54396,9.0,0.0,0.0
PRV55085,5.0,0.0,0.0
PRV55086,4.0,0.0,0.0
PRV54960,7.0,0.0,0.0
PRV54982,3.0,0.0,0.0
PRV51023,1.0,0.0,0.0
PRV51001,2.0,0.0,0.0
PRV57512,4.0,0.0,0.0
PRV51159,4.0,1.0,3.0
PRV51190,3.0,0.0,0.0
PRV56616,2.0,1.0,0.0
PRV57067,1.0,0.0,0.0
PRV52160,2.0,0.0,0.0
PRV52056,2.0,0.0,0.0
PRV55202,9.0,0.0,0.0
PRV56227,1.0,0.0,0.0
PRV56265,2.0,0.0,0.0
PRV55196,8.0,0.0,0.0
PRV52956,1.0,0.0,0.0
PRV52950,2.0,0.0,0.0
PRV53884,3.0,1.0,1.0
PRV53964,2.0,0.0,0.0
PRV52248,2.0,0.0,0.0
PRV52249,4.0,0.0,0.0
PRV55595,1.0,0.0,0.0
PRV55561,2.0,0.0,0.0
PRV57053,1.0,0.0,0.0
PRV56605,1.0,1.0,1.0
PRV55565,1.0,0.0,0.0
PRV55503,2.0,0.0,1.0
PRV51741,2.0,0.0,0.0
PRV51740,2.0,0.0,0.0
PRV54335,1.0,0.0,0.0
PRV54339,6.0,0.0,0.0
PRV57169,5.0,0.0,1.0
PRV54232,2.0,0.0,0.0
PRV53300,5.0,0.0,1.0
PRV53259,2.0,0.0,0.0
PRV53296,4.0,0.0,1.0
PRV51026,2.0,0.0,0.0
PRV51071,2.0,0.0,0.0
PRV51038,3.0,0.0,0.0
PRV52476,3.0,0.0,0.0
PRV52472,3.0,0.0,0.0
PRV52511,8.0,1.0,0.0
PRV52543,1.0,0.0,1.0
PRV54625,1.0,0.0,0.0
PRV51507,2.0,1.0,0.0
PRV55141,1.0,0.0,0.0
PRV55022,2.0,1.0,1.0
PRV54930,3.0,0.0,1.0
PRV54877,4.0,0.0,1.0
PRV54975,4.0,0.0,0.0
PRV51067,5.0,1.0,0.0
